ETG,T-type,Arm Class,Bar,Disk,Ring,Core,Multiple,Compactness,AGN,Pseudobulge,BCG,cD,M_BH,M_BH_std,M*_sph,M*_disk,M*_gal,log_B/T,log_D/T,m_#_of_arms,phi,log_sigma0,log_v_max,M_DM,log_R_e_sph_maj,log_R_e_sph_eq_kpc,log_n_sph_maj,log_n_sph_eq,"log(I_e,sph,maj/M_Sun/pc^2)","log(I_e,sph,eq/M_Sun/pc^2)",Concentration_Index,avg_Rho_1kpc_Exact_All,r1_density_approx,log10(R10_kpc),logRho_R10_approx,log_rho10_Exact,log10(R90_kpc),logRho_R90_approx,log_rho_90_Exact_all,Rho_re_spatial,SR_pc_All,Rho_SR_pc_All,CR_def1_approx_new,Rho_cr_def1_approx_new,CR_def2_approx_new,Rho_CR_def2_approx_new,Sr(pc)_2_using_Falserm_drho,Log_Approx_Avg_density_10pc,log_Rho_e_Exact_new,logRho_e_approx_New,logRho_soi_approx_new,log_Rho_soi_exact_new,Rb_maj,Rb_maj_kpc,Rb_eq_kpc,Avg_Rho_Re_Exact_all,Avg_Rho_soi_exact_all,Avg_Rho_re_Exact_all,Rho_re_Exact_all,r_soi_2BH_approx,Rho_r_soi_2BH_approx,Log_Avg_Rho_10kpc_approx,Log_Avg_Rho_10kpc_exact_final,Log_Avg_Rho_100pc_approx,Log_Avg_Rho_5kpc_approx,Log_Avg_rho_5kpc_exact_all,brief,ube,bve,mg2,dc,ubtc,bvtc,bri25,m21c,hic,mabs,logblum
1,-1.2,,1,1.0,0,0.0,0,0,0.0,1,0,0,6.76,0.07,9.53,10.22,10.3,-0.77,-0.08,,,2.017784353,1.735359333,,-0.91,-1.02,0.18,0.11,4.326426078,4.414426078,0.248,0.76591,367.3,-1.566355859,3.043914155,3.03875582,-0.601787626,0.806782224,0.804832415,61.49363838,143.6,49.85930795,140.87,48.50308675,73.74,232.1108129,3.74,3.618962175,2.122919994,2.118777959,3.967321247,3.862283119,,,,310.432,8660.49,192.168,68.4804,8.3,3614.86,-3.115761592,-3.115761592,2.461241836,-2.21267203,-2.21267203,19.362,0.36,0.845,0.152,11.51699763,0.301,0.778,22.439,17.677,6.698,-19.408,9.9392
1,-4.8,,0,0.0,0,0.0,0,0,0.0,0,0,0,8.49,0.13,11.38,9.75,11.39,-0.01,-1.64,,,2.330819466,,,0.99,0.9,0.72,0.8,2.063964766,2.019964766,0.65,4.57799,1142.3,-0.153380654,0.483073278,0.481354652,1.851662336,-5.237154176,-4.080772434,0.002795627,147.058,76.64902078,148.12,76.86793427,209.9,38.74252737,9.89,4.232373735,-2.191566912,-2.193008424,3.169235014,3.153208127,,,,0.0376405,3062.03,0.0202595,0.0031513,45.6,676.143,-1.652016595,-1.652075067,2.597620604,-0.91035625,-0.911155437,,0.555,0.995,0.291,39.68571406,0.463,0.894,23.735,,,-20.969,10.5636
1,-3.2,,0,0.0,0,0.0,0,0,1.0,0,1,0,8.16,0.18,11.43,10.28,11.46,-0.03,-1.18,,,2.346724509,,,0.92,0.9,0.74,0.75,2.116089644,2.112089644,0.539,4.04001,1108.3,-0.162543106,0.464482113,0.46259198,1.730920874,-4.901051766,-4.887653778,0.004011756,135.775,74.03830288,137.03,74.25485177,294.47,17.05459533,12.65,4.041533427,-2.036134473,-2.037716698,3.678429264,3.651088185,,,,0.0503792,8520.89,0.0271364,0.00448535,31.0,981.889,-1.682028545,-1.682007661,2.483133511,-0.942638237,-0.943327597,21.013,0.52,0.93,0.291,33.83237582,0.462,0.898,22.992,,,-20.941,10.5524
1,-4.8,,0,0.0,0,1.0,0,0,0.0,0,1,0,8.3,0.17,10.98,,10.98,0.0,,,,2.288338669,1.929878524,,0.7,0.66,0.72,0.76,2.144752414,2.116752414,0.577,2.66875,887.8,-0.347488082,0.671561323,0.669699005,1.562312355,-4.746269841,-4.572924258,0.006097394,123.601,64.90654939,124.5,65.04244575,182.75,30.66844726,9.47,4.001211955,-1.854314752,-1.855868168,3.1275378,3.110378652,,,,0.0773427,2684.81,0.0416508,0.00682229,47.8,379.171,-1.952277436,-1.952005151,2.380939883,-1.186477055,-1.186695287,21.001,0.425,1.0,0.293,20.77098613,0.375,0.908,22.951,19.0,7.537,-20.314,10.3016
1,-4.7,,0,0.0,0,1.0,0,0,0.0,0,0,0,7.89,0.34,,,,,,,,2.282009999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,0.94,0.248,35.51437431,0.495,0.865,23.384,,,-21.005,10.578
1,-2.1,,0,1.0,0,0.0,0,0,0.0,0,1,0,8.76,0.1,11.14,11.03,11.39,-0.25,-0.36,,,2.332680789,,,0.38,0.33,0.44,0.44,3.111460206,3.087460206,0.389,4.77566,1282.9,-0.407086875,1.059899957,1.056671494,0.940644756,-2.534277422,-2.535441977,0.128404829,112.528,81.03938675,115.68,81.05043782,637.14,4.56806749,18.53,3.377963578,-0.545345728,-0.548148578,2.362532931,2.332377474,,,,1.03393,347.385,0.576688,0.138209,128.8,69.3811,-1.655776761,-1.655140276,2.243933013,-0.857272742,-0.85643877,21.737,0.505,0.925,0.27,40.76236171,0.45,0.901,23.551,,,-20.842,10.5128
1,-3.2,,0,1.0,0,1.0,0,0,0.0,0,0,0,8.78,0.06,,,,,,,,2.413383597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,1.055,0.302,40.95230355,0.483,0.915,23.536,,,-21.166,10.6424
1,-4.9,,0,0.0,0,1.0,0,0,0.0,0,1,0,9.94,0.13,11.91,10.58,11.93,-0.02,-1.35,,,2.488635311,,,1.61,1.48,0.91,0.91,1.16254408,1.30654408,0.606,6.81539,1407.4,0.333781681,-0.422318315,-0.423671108,2.613113036,-7.001429575,-7.001429575,0.000173829,166.726,86.21259021,168.05,86.53401032,236.41,44.12898581,9.18,4.465177214,-3.469361619,-3.530322104,1.097582406,1.092453495,,,,0.00200435,35.6195,0.00108146,0.000187541,643.0,5.6013,-1.379842075,-1.381241915,2.769266523,-0.678356009,-0.680746077,21.737,0.535,0.995,0.327,53.17967264,0.502,0.88,23.298,,,-22.212,11.0608
1,-4.8,,0,0.0,0,1.0,0,0,0.0,0,1,0,9.47,0.13,11.55,,11.55,0.0,,,,2.390139938,,,0.96,0.92,0.68,0.68,2.221467958,2.202178786,0.499,4.32448,1224.2,-0.03852984,0.272666385,0.270530059,1.714454432,-4.645867935,-4.649017017,0.004367657,125.661,75.77070894,127.7,76.06232159,590.87,4.589221793,19.66,3.79185922,-2.001505562,-2.003320357,1.542509554,1.532335658,2.29854059,0.243645303,0.082492,0.0498139,74.9083,0.0269299,0.0048352,353.0,12.445,-1.547831615,-1.547854614,2.374774,-0.832762441,-0.833762356,,0.605,1.045,0.294,53.88366354,0.536,0.906,24.008,,,-21.123,10.6252
1,-2.2,,1,1.0,1,0.0,0,0,1.0,0,0,0,8.33,0.43,10.12,10.44,10.61,-0.49,-0.17,,,2.423393345,2.622286572,,-0.42,-0.51,0.08,0.11,3.653876406,3.861876406,0.26,2.111,710.0,-1.046754001,1.971762625,1.966604289,-0.082185768,-0.265369308,-0.267319116,5.384315982,100.487,80.8689426,102.47,79.31841271,243.94,19.66018846,5.64,2.920842713,1.050768464,1.046626429,2.25383003,2.235323601,,,,26.2915,233.884,16.2927,5.80852,183.2,33.377,-2.629107739,-2.629107739,2.108223271,-1.726017752,-1.725999264,19.826,0.545,0.97,0.288,10.76625364,0.5,0.916,22.335,15.278,3.954,-19.404,9.9376
1,-1.8,,1,1.0,0,0.0,0,0,0.0,0,0,0,8.26,0.12,10.19,10.08,10.44,-0.25,-0.36,,,2.239274447,2.342422681,,-0.71,-0.83,0.54,0.6,4.361657755,4.401657755,0.514,2.73169,609.7,-1.688470641,3.95926409,3.956817773,-0.080937421,-0.491674885,-0.492561494,36.94112965,168.92,59.97230446,168.58,59.97399042,19.26,10306.69122,2.79,4.910832582,1.922432206,1.920324339,3.755941668,3.754523083,,,,376.963,14999.0,200.834,39.4328,10.4,33458.7,-2.514524175,-2.514524175,2.977724977,-1.612889707,-1.612889707,19.791,0.565,0.965,0.227,16.01370412,,0.829,23.542,,,-19.11,9.82
1,-4.8,,0,0.0,0,1.0,0,0,1.0,0,1,0,9.2,0.09,11.52,10.19,11.54,-0.02,-1.35,,,2.472361457,,,0.88,0.84,0.67,0.63,2.286142566,2.306142566,0.447,4.13799,1228.9,-0.0506375,0.296092754,0.293770543,1.617044554,-4.346548428,-4.347024083,0.006325553,117.481,74.5119258,119.83,74.89315989,722.0,3.018808594,22.15,3.644922731,-1.84241549,-1.844394395,2.899448476,2.86498402,,,,0.0677197,1279.45,0.0367441,0.00696127,111.4,84.1747,-1.542122643,-1.541980422,2.296366784,-0.8289555,-0.829805782,,0.555,1.005,0.324,37.6287033,0.513,0.951,23.184,,,-21.443,10.7532
1,-1.5,,0,1.0,0,0.0,0,0,0.0,0,0,0,8.73,0.08,,,,,,,,2.402123762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.975,0.29,22.22076438,,0.879,23.064,,,-20.191,10.2524
1,-4.8,,0,0.0,0,1.0,0,0,0.0,0,0,0,8.51,0.37,10.8,,10.8,0.0,,,,2.466363368,,,0.26,0.27,0.62,0.77,2.860834878,2.712834878,0.704,3.54934,906.9,-0.755068653,1.710076747,1.708265016,1.18692916,-3.810077322,-3.803757419,0.059256517,151.551,70.46570295,151.94,70.48722127,64.56,417.5673182,5.0,4.445130481,-0.866383748,-0.867906903,3.728457703,3.716230882,,,,0.766982,11645.5,0.412702,0.0664046,37.0,1232.88,-2.016000461,-2.018141996,2.681521629,-1.197863479,-1.197666263,20.578,0.55,0.96,0.299,14.78892548,,0.907,22.678,,,-20.347,10.3148
1,-4.6,,0,1.0,0,0.0,0,0,0.0,0,0,0,7.62,0.33,9.73,10.05,10.22,-0.49,-0.17,,,2.045166448,,,-0.3,-0.31,0.16,0.15,3.131156615,3.135156615,0.265,0.78791,558.0,-0.868981256,1.113330094,1.108352498,0.126904808,-1.242176717,-1.244074034,0.641746671,36.151,46.89453898,41.01,46.21308015,357.28,2.732094769,7.33,2.253207053,0.131746288,0.127691461,2.016104922,1.934358884,,,,3.31172,105.944,2.02281,0.69234,84.2,22.7789,-2.955330911,-2.955330911,1.45241517,-2.052432481,-2.052423171,,0.51,0.91,0.251,11.01450141,0.471,0.872,23.026,,,-18.871,9.7244
1,-3.2,,0,1.0,0,0.0,0,0,0.0,0,0,0,8.65,0.18,10.04,10.08,10.36,-0.32,-0.28,,,2.381295623,,,-0.33,-0.29,0.54,0.6,3.428527402,3.128527402,0.513,1.18394,566.9,-1.14935007,2.148945615,2.146506757,0.459782034,-2.307454763,-2.30809494,0.568100225,113.415,52.87551435,113.51,52.79828722,66.28,161.2944856,5.73,3.946532012,0.109484348,0.107380829,2.771858858,2.765051151,,,,5.80733,1295.76,3.14216,0.618099,109.8,56.7174,-2.714098542,-2.852045569,2.277833752,-1.831641018,-1.833152667,,,0.97,0.286,8.270731755,,0.961,22.396,,,-17.399,9.1356
1,-1.8,,1,1.0,0,0.0,0,0,0.0,0,0,0,8.87,0.41,10.39,10.33,10.66,-0.27,-0.33,,,2.256621546,,,0.19,0.2,0.63,0.6,2.498728105,2.518728105,0.436,1.31703,651.2,-0.665716764,1.051646749,1.049192903,0.939923961,-3.392710407,-3.393320973,0.045925906,94.356,53.37139688,95.25,53.31006636,203.98,12.62173949,10.89,3.516203622,-0.982556022,-0.984668189,1.719554804,1.712285353,,,,0.46847,113.474,0.254701,0.0502801,248.4,8.47123,-2.40698656,-2.406634172,2.039984871,-1.581680475,-1.581110655,,0.54,0.94,0.314,13.77098809,0.414,0.878,22.745,,,-19.344,9.9136
1,-1.3,,1,1.0,1,0.0,0,0,0.0,1,0,0,6.84,0.12,9.99,10.61,10.7,-0.71,-0.09,,,2.109713505,2.208844289,,-0.18,-0.15,0.45,0.5,3.022544342,2.854544342,0.454,0.929438,551.2,-0.925235202,1.465234369,1.462322793,0.52213482,-2.458050156,-2.45903599,0.217437653,88.405,49.91047827,88.93,49.75356803,160.13,16.34617438,9.47,3.375536807,-0.310547967,-0.313054835,4.032105277,3.962587734,,,,1.93997,13766.8,1.06547,0.235728,12.0,1095.15,-2.744242803,-2.743777911,1.952151422,-1.867580202,-1.867141807,,0.565,0.99,,18.52585846,0.654,0.895,23.299,,,-19.612,10.0208
1,-4.4,,0,0.0,0,1.0,0,0,1.0,0,0,0,8.95,0.05,11.61,,11.61,0.0,,,,2.443403817,2.275472601,,0.94,1.04,0.89,0.9,2.110829827,1.886829827,0.6,6.92834,1300.0,-0.130070179,0.578664842,0.577218098,2.107927418,-5.870795946,-1.689024404,0.001753014,177.7,85.95804303,178.54,86.12270624,95.57,307.8921903,5.39,4.657854433,-2.429495912,-2.466229648,3.032213204,3.022951605,,,,0.0219647,2659.24,0.0113237,0.00193483,58.8,798.777,-1.51609619,-1.526745202,2.883573432,-0.769461674,-0.771799894,,0.55,1.0,0.292,39.95491178,0.663,0.931,23.229,13.778,3.959,-21.726,10.8664
1,-0.8,,1,1.0,1,0.0,0,0,0.0,0,0,0,8.18,0.08,10.6,10.84,11.04,-0.44,-0.2,,,2.239149265,1.80106053,,0.12,-0.05,0.41,0.36,3.199293003,3.307293003,0.339,2.9281,933.3,-0.731352502,1.478270384,1.474616881,0.513614453,-1.765675732,-1.767024181,0.509260198,104.624,72.60942166,106.68,72.20042047,359.13,8.975681275,12.67,3.269451135,0.048270452,0.045122705,2.745853099,2.703525871,,,,3.66904,750.843,2.07713,0.544492,66.6,140.578,-2.169482543,-2.169369636,2.152542118,-1.291611397,-1.291113609,,0.555,0.99,0.268,25.29672608,0.637,0.888,23.166,16.357,5.64,-19.929,10.1476
1,-4.7,,0,1.0,1,0.0,0,0,0.0,0,0,0,7.85,0.17,9.95,9.89,10.22,-0.27,-0.33,,,2.065542371,,,-0.28,-0.25,0.43,0.47,3.196604398,3.096604398,0.426,1.12621,587.5,-0.997950805,1.711012303,1.707945975,0.392566913,-2.027480609,-2.028575993,0.488292351,97.285,53.89907882,98.03,53.78227111,150.75,23.62789294,8.99,3.454683977,0.034161874,0.031491311,2.767893125,2.748332885,,,,4.08328,977.067,2.25316,0.520651,42.4,223.0,-2.7211207,-2.720093621,2.0594536,-1.832529064,-1.832219074,,0.455,0.935,0.251,9.408817139,0.414,0.848,22.589,,,-18.886,9.7304
1,-1.6,,0,1.0,1,0.0,0,0,0.0,0,0,0,7.82,0.1,10.56,10.35,10.77,-0.21,-0.42,,,2.235124264,,,0.14,-0.01,0.49,0.41,3.038612144,3.222612144,0.343,2.86366,917.9,-0.725527045,1.473973888,1.470622104,0.589462268,-2.009726813,-2.010947671,0.378230431,110.342,71.33882625,111.93,70.95966872,324.1,10.73784924,12.89,3.402410032,-0.075831791,-0.078739677,3.221203707,3.165439049,,,,2.95569,2164.61,1.65536,0.40777,38.6,328.539,-2.154277026,-2.154091826,2.202488317,-1.286678335,-1.286090485,,0.5,0.97,0.241,19.4631224,0.602,0.881,23.133,,,-19.915,10.142
1,-4.8,,0,0.0,0,1.0,0,0,1.0,0,0,1,9.36,0.04,11.75,,11.75,0.0,,,,2.450218306,2.398755716,,1.15,1.01,0.82,0.73,1.983235574,2.183235574,0.437,7.14353,1524.2,0.055734911,0.28147043,0.27952416,1.916234627,-4.978911347,-5.001545869,0.002971603,156.323,89.53265983,158.34,89.86842891,538.58,9.012246612,18.22,4.111541687,-2.167179757,-2.168812835,2.073267549,2.060915922,,,,0.0364981,251.946,0.0196774,0.00331413,210.0,54.1498,-1.321340521,-1.321752115,2.633093589,-0.615238115,-0.616726943,,0.565,0.975,0.31,47.22940929,0.532,0.929,23.253,13.874,4.639,-21.869,10.9236
1,-4.7,,0,0.0,0,0.0,0,0,0.0,0,0,0,8.07,0.36,10.75,10.06,10.83,-0.08,-0.77,,,2.251784177,1.996248915,,0.53,0.43,0.36,0.46,2.542245235,2.474245235,0.457,1.53509,775.6,-0.317208269,0.400032989,0.396941362,1.066764515,-3.316417308,-3.317523673,0.024336885,65.593,51.47430396,68.44,51.8684851,732.23,1.127813527,20.44,2.885789184,-1.265792582,-1.268483285,2.475166875,2.416693645,,,,0.203445,392.669,0.112825,0.026239,101.4,30.3497,-2.07551654,-2.074777665,1.737575067,-1.302693921,-1.302023929,,0.515,0.99,0.286,19.11939345,0.594,0.91,23.031,16.224,5.334,-20.011,10.1804
1,-4.3,,0,0.0,0,1.0,0,0,1.0,0,1,1,9.85,0.02,11.67,,11.67,0.0,,,,2.509202522,,,1.22,0.85,1.0,0.77,1.766810495,2.410810495,0.331,8.07896,1451.3,-0.214974609,0.867958319,0.866146577,1.727023203,-4.652195746,-4.56602462,0.008516668,178.758,92.36342622,179.94,92.4888183,223.89,60.0694558,10.56,4.438342928,-1.708502174,-1.710025329,1.720660108,1.715635647,,,,0.110324,136.922,0.0594052,0.00955951,326.4,27.9371,-1.417136999,-1.417081397,2.831069526,-0.669111603,-0.669687709,,0.56,0.98,0.277,35.69737399,0.723,0.925,22.787,,,-21.591,10.8124
1,-5,,0,0.0,0,0.0,0,1,0.0,0,0,0,7.1,0.32,,,,,,,,2.118826663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.66,0.038,4.979196932,,,21.421,,,-18.664,9.6416
1,-5,,0,0.0,0,0.0,0,1,0.0,0,0,0,8.76,0.24,9.47,,9.47,0.0,,,,2.220395778,,,-0.72,-0.73,0.42,0.44,3.659252016,3.619252016,0.4,0.596433,418.1,-1.463527766,2.648132658,2.644904195,-0.115796135,-0.946044722,-0.947209297,4.897778828,105.858,46.20125654,105.1,45.76093267,55.95,176.9917494,5.3,3.760601195,1.042886974,1.040084124,1.823757262,1.825576895,,,,40.061,180.368,22.1467,5.30098,190.0,10.5057,-3.182589999,-3.182589999,2.162196863,-2.279791893,-2.280603242,,0.56,1.03,0.283,1.736983483,0.73,0.975,21.002,,,-16.918,8.9432
1,-1.9,,0,1.0,0,0.0,0,0,0.0,0,0,0,8.65,0.04,10.79,10.86,11.13,-0.34,-0.27,,,2.35148709,2.177276711,,0.01,0.06,0.36,0.47,3.542544342,3.226544342,0.47,4.00884,1050.6,-0.677236491,1.53239829,1.529356958,0.719829584,-2.228157347,-2.229240973,0.31009224,131.55,76.50980624,131.55,78.06845989,311.39,16.03626444,13.24,3.657792872,-0.16157816,-0.16422781,2.6841389,2.662639469,,,,2.62393,793.679,1.47169,0.338702,93.8,136.139,-1.954133515,-1.954133515,2.382846995,-1.1051143,-1.1051143,,0.555,0.975,0.269,32.00706509,0.465,0.89,23.435,18.242,7.794,-20.48,10.368
1,-4.6,,0,0.0,0,0.0,0,0,1.0,0,1,0,8.67,0.05,11.01,10.18,11.07,-0.06,-0.89,,,2.3984782,,,0.77,0.71,0.73,0.73,1.971066006,2.051066006,0.517,2.3831,862.8,-0.277633958,0.475304013,0.473346677,1.576101803,-4.763550458,-4.739337816,0.00476017,114.58,61.07495679,114.58,62.51813874,255.0,13.49587393,11.77,3.829246428,-1.962645709,-1.964289691,2.750569969,2.733214232,,,,0.0582456,1171.5,0.0313766,0.00530395,113.6,63.5145,-1.960657278,-1.960657278,2.269510609,-1.20532517,-1.20532517,,0.595,1.0,0.31,36.93257591,0.689,0.937,24.109,,,-20.481,10.3684
1,-4.6,,0,1.0,0,0.0,0,0,0.0,0,0,0,7.77,0.06,10.08,10.02,10.35,-0.27,-0.33,,,2.1935698,,,-0.46,-0.38,0.41,0.48,3.622478728,3.454478728,0.445,1.65224,645.1,-1.139752686,2.231121345,2.228070174,0.266430442,-1.55490434,-1.555951095,1.508882909,122.932,60.30148729,123.39,60.29052093,106.14,81.79297609,7.47,3.818772272,0.5239026,0.521277988,3.550814342,3.525326179,,,,12.7858,5667.87,7.0469,1.60861,23.8,1105.71,-2.620449751,-2.620420754,2.342728553,-1.724902966,-1.72472551,,0.505,0.965,0.309,13.3352248,0.598,0.886,23.252,,,-19.186,9.8504
1,-1.9,,0,1.0,0,0.0,0,0,0.0,0,0,0,7.83,0.14,,,,,,,,2.270725407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.97,0.285,18.37844907,0.406,0.843,23.295,,,-19.543,9.9932
1,-2.1,,0,1.0,1,0.0,0,0,0.0,0,0,0,7.28,0.35,9.79,10.05,10.24,-0.45,-0.19,,,2.048907701,,,-0.21,-0.31,0.36,0.3,3.114576994,3.162576994,0.309,0.936093,569.9,-0.949082633,1.447431428,1.443354351,0.214688872,-1.511791262,-1.513300863,0.663593725,72.141,53.0508356,73.75,52.53427504,245.89,7.002299648,9.54,2.877422438,0.159588424,0.156139282,2.893851104,2.815978145,,,,4.34074,881.763,2.4994,0.709101,34.2,141.649,-2.854645076,-2.856853994,1.784769875,-1.95411007,-1.954031928,,0.39,0.895,0.276,11.80989002,0.32,0.805,22.982,,,-18.9,9.736
1,-0.8,,1,1.0,1,0.0,0,0,0.0,0,0,0,7.9,0.2,10.28,10.73,10.86,-0.58,-0.13,,,2.147892645,2.192121222,,-0.27,-0.13,0.43,0.48,3.343421388,3.139421388,0.436,1.77835,714.6,-0.898036692,1.674348012,1.671296841,0.508146436,-2.111677672,-2.112724432,0.414587086,109.089,61.43582549,109.82,61.15017914,185.17,22.69820203,10.12,3.558347972,-0.032870734,-0.035495346,3.034829185,3.008172745,,,,3.54776,1712.13,1.95816,0.447147,38.6,342.776,-2.456963077,-2.456830012,2.18968117,-1.578924457,-1.578489851,,0.49,0.97,,19.54182423,0.476,0.89,22.992,,,-21.122,10.6248
1,-4.8,,0,0.0,0,0.0,0,0,0.0,0,0,0,8.59,0.06,11.24,10.22,11.28,-0.04,-1.06,,,2.357534655,,,0.61,0.88,0.74,0.94,2.507004927,1.847004927,0.871,4.70614,1040.4,-0.348303225,0.886568389,0.885244604,2.011164806,-5.940818782,-0.05371593,0.013246239,164.026,75.11034577,164.46,75.21991361,35.6,1851.114655,2.69,4.717064492,-1.944415485,-2.348595621,3.352578024,3.344859941,,,,0.0316691,5939.94,0.0171148,0.0131976,29.0,2779.71,-1.777624337,-1.777770107,2.826157116,-1.006312084,-1.006876045,,0.54,0.975,0.323,23.79197728,0.45,0.904,22.707,,,-20.422,10.3448
1,-4.6,,0,0.0,0,1.0,1,0,0.0,0,0,0,9.66,0.1,11.56,,11.56,0.0,,,,2.519171464,,,0.86,0.8,0.7,0.72,2.416305859,2.428050331,0.538,6.7545,1405.5,-0.170201642,0.713065061,0.711058024,1.658874561,-4.446303289,-4.448351587,0.009145726,160.15,88.03437591,161.69,88.27822334,352.57,19.82367485,14.31,4.179911033,-1.679962288,-1.681644029,1.836506746,1.828750501,3.68453663,0.287393857,0.280014,0.109596,159.094,0.0583773,0.0100146,342.6,20.9894,-1.444932166,-1.444805155,2.668803235,-0.706348012,-0.706944765,,0.635,1.0,0.328,32.75260541,,0.933,22.807,,,-21.497,10.7748
1,-4.5,,0,0.0,0,0.0,0,0,0.0,0,1,0,8.26,0.04,11.07,10.16,11.12,-0.05,-0.96,,,2.218062618,,,1.11,1.09,0.86,0.83,1.465657755,1.353657755,0.526,1.74416,756.7,0.001893357,-0.271118545,-0.272764228,2.067504147,-6.180125617,-4.50806419,0.000392956,102.619,55.62704439,103.65,55.86130421,244.58,10.6687292,10.54,3.797384944,-3.044711825,-3.046038924,2.747581696,2.730681024,,,,0.00546464,1158.43,0.00294229,0.000442161,65.0,131.338,-2.023344701,-2.023840382,2.160639574,-1.298774059,-1.300096398,,0.445,0.94,0.273,23.74351487,0.368,0.869,23.355,,,-20.334,10.3096
1,-4.6,,0,1.0,0,0.0,0,0,0.0,0,0,0,7.13,0.18,9.78,9.76,10.07,-0.29,-0.31,,,2.005823753,,,-0.62,-0.61,0.42,0.51,3.967011451,3.771011451,0.476,1.53325,577.4,-1.380261155,2.838832705,2.835934678,0.068920861,-1.09117755,-1.092161282,5.036007622,136.122,57.96063438,135.06,57.26645898,55.86,390.3232283,5.36,4.157463016,1.060354263,1.057853322,4.214680254,4.191004323,,,,45.6797,26950.2,24.8572,5.4764,6.4,14618.6,-2.729165172,-2.729158188,2.510692431,-1.82845198,-1.828384693,19.38,0.31,0.79,0.153,9.649032003,0.271,0.757,22.593,,,-19.022,9.7848
